prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Swinfen Hall,604,604,624,600,0.99,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Thameside,932,932,1232,1203,1.29,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Thorn Cross,381,381,381,368,0.97,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Usk / Prescoed,378,378,536,517,1.37,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Wakefield,750,732,732,723,0.99,0.98,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Wandsworth,963,943,1628,1565,1.66,0.98,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Warren Hill,257,253,253,203,0.8,0.98,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Wayland,958,924,1002,986,1.07,0.96,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Wealstun,810,810,833,829,1.02,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Werrington,142,142,142,114,0.8,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Wetherby,396,336,336,275,0.82,0.85,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Whatton,775,769,841,837,1.09,0.99,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Whitemoor,473,458,458,445,0.97,0.97,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Winchester,469,469,690,678,1.45,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Woodhill,660,568,727,693,1.22,0.86,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Wormwood Scrubs,1156,1156,1279,1256,1.09,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Wymott,1099,1099,1169,1150,1.05,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Morton Hall (IRC),392,392,392,344,0.88,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Verne (IRC),570,570,580,377,0.66,1.0,2015-12-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/490685/prison-population-figures-december-2015.rtf
Altcourse,794,794,1093,1090,1.37,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Ashfield,408,408,400,391,0.96,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Askham Grange,150,126,128,87,0.69,0.84,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Aylesbury,410,410,444,383,0.93,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Bedford,322,322,506,489,1.52,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Belmarsh,781,781,906,867,1.11,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Birmingham,1093,1093,1450,1426,1.3,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Brinsford,545,423,455,386,0.91,0.78,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Bristol,425,407,614,594,1.46,0.96,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Brixton,530,530,798,795,1.5,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Bronzefield,527,527,527,491,0.93,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Buckley Hall,409,409,445,446,1.09,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Bullingdon,879,879,1114,1079,1.23,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Bure,604,604,624,622,1.03,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Cardiff,539,539,820,815,1.51,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Channings Wood,698,698,731,720,1.03,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Chelmsford,551,551,745,690,1.25,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Coldingley,507,507,519,516,1.02,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Cookham Wood,188,188,188,173,0.92,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Dartmoor,642,639,660,633,0.99,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Deerbolt,513,513,513,360,0.7,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Doncaster,738,738,1145,1107,1.5,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Dovegate,1064,1060,1133,1103,1.04,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Drake Hall,340,340,340,300,0.88,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Durham,591,591,995,948,1.6,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
East Sutton Park,100,100,100,94,0.94,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Eastwood Park,410,315,363,330,1.05,0.77,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Elmley (Sheppey),943,943,1175,1152,1.22,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Erlestoke,494,494,524,514,1.04,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Exeter,326,318,561,524,1.65,0.98,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Featherstone,671,671,687,677,1.01,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Feltham,762,594,594,496,0.84,0.78,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Ford,521,521,524,512,0.98,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Forest Bank,1064,1064,1460,1434,1.35,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Foston Hall,303,303,345,290,0.96,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Frankland,859,844,844,834,0.99,0.98,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Full Sutton,604,596,616,585,0.98,0.99,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Garth,811,738,773,795,1.08,0.91,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Gartree,708,708,708,710,1.0,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Glen Parva,637,589,728,554,0.94,0.92,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Grendon / Springhill,586,568,568,529,0.93,0.97,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Guys Marsh,518,518,579,564,1.09,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Hatfield,266,266,266,263,0.99,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Haverigg,622,622,644,622,1.0,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Hewell,1018,1018,1279,1261,1.24,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
High Down,999,999,1163,1147,1.15,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Highpoint (North and South),1299,1274,1300,1298,1.02,0.98,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Hindley,534,350,398,436,1.25,0.66,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Hollesley Bay,437,424,424,391,0.92,0.97,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Holloway,540,533,591,518,0.97,0.99,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Holme House,1036,1036,1210,1199,1.16,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Hull,723,723,1044,995,1.38,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Humber,947,947,1026,1008,1.06,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Huntercombe,370,307,430,427,1.39,0.83,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Isis,478,478,622,614,1.28,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Isle of Wight,1070,978,1097,1079,1.1,0.91,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Kennet,175,175,342,290,1.66,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Kirkham,657,657,657,606,0.92,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Kirklevington Grange,283,283,283,274,0.97,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Lancaster Farms,495,495,549,535,1.08,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Leeds,669,669,1212,1189,1.78,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Leicester,214,214,411,340,1.59,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Lewes,617,617,722,649,1.05,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Leyhill,527,527,527,494,0.94,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Lincoln,408,403,729,643,1.6,0.99,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Lindholme,1048,924,1010,990,1.07,0.88,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Littlehey,1154,1153,1219,1210,1.05,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Liverpool,1173,1101,1386,1193,1.08,0.94,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Long Lartin,625,625,625,616,0.99,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Low Newton,314,306,344,297,0.97,0.97,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Lowdham Grange,900,900,920,914,1.02,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Maidstone,565,565,600,599,1.06,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Manchester,965,965,1286,1090,1.13,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Moorland,943,943,1006,970,1.03,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Mount,1000,1000,1020,1020,1.02,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
New Hall,392,371,425,386,1.04,0.95,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
North Sea Camp,420,420,420,307,0.73,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Northumberland,1348,1348,1348,1329,0.99,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
Norwich,626,626,769,737,1.18,1.0,2015-06-26,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/444059/monthly-bulletin-june-2015.rtf
