prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,month_text,month
Eastwood Park,410,315,363,343,1.09,0.77, December 2015,2015-12-11
Elmley (Sheppey),943,943,1193,1183,1.25,1.0, December 2015,2015-12-11
Erlestoke,494,494,524,523,1.06,1.0, December 2015,2015-12-11
Exeter,326,318,561,525,1.65,0.98, December 2015,2015-12-11
Featherstone,671,671,703,692,1.03,1.0, December 2015,2015-12-11
Feltham,768,560,560,507,0.91,0.73, December 2015,2015-12-11
Ford,521,506,524,515,1.02,0.97, December 2015,2015-12-11
Forest Bank,1064,1064,1460,1437,1.35,1.0, December 2015,2015-12-11
Foston Hall,303,303,345,308,1.02,1.0, December 2015,2015-12-11
Frankland,859,844,844,812,0.96,0.98, December 2015,2015-12-11
Full Sutton,604,596,616,580,0.97,0.99, December 2015,2015-12-11
Garth,810,810,845,825,1.02,1.0, December 2015,2015-12-11
Gartree,708,708,708,700,0.99,1.0, December 2015,2015-12-11
Glen Parva,637,519,648,509,0.98,0.81, December 2015,2015-12-11
Grendon / Springhill,586,568,568,530,0.93,0.97, December 2015,2015-12-11
Guys Marsh,518,518,579,573,1.11,1.0, December 2015,2015-12-11
Hatfield,390,338,338,311,0.92,0.87, December 2015,2015-12-11
Haverigg,622,622,654,628,1.01,1.0, December 2015,2015-12-11
Hewell,1018,1018,1279,1266,1.24,1.0, December 2015,2015-12-11
High Down,999,999,1163,1156,1.16,1.0, December 2015,2015-12-11
Highpoint (North and South),1299,1299,1325,1320,1.02,1.0, December 2015,2015-12-11
Hindley,532,452,500,484,1.07,0.85, December 2015,2015-12-11
Hollesley Bay,437,387,387,381,0.98,0.89, December 2015,2015-12-11
Holloway,540,533,591,524,0.98,0.99, December 2015,2015-12-11
Holme House,1036,1036,1230,1164,1.12,1.0, December 2015,2015-12-11
Hull,723,723,1056,1003,1.39,1.0, December 2015,2015-12-11
Humber,947,947,1062,1052,1.11,1.0, December 2015,2015-12-11
Huntercombe,370,307,430,426,1.39,0.83, December 2015,2015-12-11
Isis,478,478,628,606,1.27,1.0, December 2015,2015-12-11
Isle of Wight,1075,946,1059,1036,1.1,0.88, December 2015,2015-12-11
Kennet,175,175,342,320,1.83,1.0, December 2015,2015-12-11
Kirkham,657,657,657,591,0.9,1.0, December 2015,2015-12-11
Kirklevington Grange,283,283,283,281,0.99,1.0, December 2015,2015-12-11
Lancaster Farms,495,495,549,545,1.1,1.0, December 2015,2015-12-11
Leeds,669,669,1219,1126,1.68,1.0, December 2015,2015-12-11
Leicester,214,214,411,329,1.54,1.0, December 2015,2015-12-11
Lewes,617,617,692,646,1.05,1.0, December 2015,2015-12-11
Leyhill,515,515,515,494,0.96,1.0, December 2015,2015-12-11
Lincoln,408,403,729,615,1.53,0.99, December 2015,2015-12-11
Lindholme,924,916,1002,988,1.08,0.99, December 2015,2015-12-11
Littlehey,1154,1153,1219,1215,1.05,1.0, December 2015,2015-12-11
Liverpool,1173,1101,1386,1147,1.04,0.94, December 2015,2015-12-11
Long Lartin,625,625,625,614,0.98,1.0, December 2015,2015-12-11
Low Newton,314,306,344,272,0.89,0.97, December 2015,2015-12-11
Lowdham Grange,900,900,920,913,1.01,1.0, December 2015,2015-12-11
Maidstone,565,565,600,593,1.05,1.0, December 2015,2015-12-11
Manchester,965,965,1286,1040,1.08,1.0, December 2015,2015-12-11
Moorland,943,943,1006,986,1.05,1.0, December 2015,2015-12-11
Mount,1008,1000,1020,1019,1.02,0.99, December 2015,2015-12-11
New Hall,392,371,425,365,0.98,0.95, December 2015,2015-12-11
North Sea Camp,420,420,420,321,0.76,1.0, December 2015,2015-12-11
Northumberland,1348,1348,1348,1342,1.0,1.0, December 2015,2015-12-11
Norwich,626,626,775,750,1.2,1.0, December 2015,2015-12-11
Nottingham,723,723,1060,1054,1.46,1.0, December 2015,2015-12-11
Oakwood,1605,1605,1605,1592,0.99,1.0, December 2015,2015-12-11
Onley,742,742,742,721,0.97,1.0, December 2015,2015-12-11
Parc,1557,1557,1723,1681,1.08,1.0, December 2015,2015-12-11
Pentonville,906,906,1316,1316,1.45,1.0, December 2015,2015-12-11
Peterborough (Male & Female),1132,1119,1300,1243,1.11,0.99, December 2015,2015-12-11
Portland,464,464,531,509,1.1,1.0, December 2015,2015-12-11
Preston,455,455,841,711,1.56,1.0, December 2015,2015-12-11
Ranby,893,772,978,967,1.25,0.86, December 2015,2015-12-11
Risley,1050,1050,1115,1087,1.04,1.0, December 2015,2015-12-11
Rochester,802,754,754,748,0.99,0.94, December 2015,2015-12-11
Rye Hill,600,600,625,624,1.04,1.0, December 2015,2015-12-11
Send,282,282,282,274,0.97,1.0, December 2015,2015-12-11
Stafford,741,741,751,741,1.0,1.0, December 2015,2015-12-11
Standford Hill (Sheppey),464,464,464,456,0.98,1.0, December 2015,2015-12-11
Stocken,768,648,713,708,1.09,0.84, December 2015,2015-12-11
Stoke Heath,662,662,782,770,1.16,1.0, December 2015,2015-12-11
Styal,479,470,485,454,0.97,0.98, December 2015,2015-12-11
Sudbury,581,581,581,445,0.77,1.0, December 2015,2015-12-11
Swaleside (Sheppey),1112,1112,1112,1106,0.99,1.0, December 2015,2015-12-11
Swansea,271,271,504,456,1.68,1.0, December 2015,2015-12-11
Swinfen Hall,604,604,624,600,0.99,1.0, December 2015,2015-12-11
Thameside,932,932,1232,1203,1.29,1.0, December 2015,2015-12-11
Thorn Cross,381,381,381,368,0.97,1.0, December 2015,2015-12-11
Usk / Prescoed,378,378,536,517,1.37,1.0, December 2015,2015-12-11
Wakefield,750,732,732,723,0.99,0.98, December 2015,2015-12-11
Wandsworth,963,943,1628,1565,1.66,0.98, December 2015,2015-12-11
Warren Hill,257,253,253,203,0.8,0.98, December 2015,2015-12-11
Wayland,958,924,1002,986,1.07,0.96, December 2015,2015-12-11
Wealstun,810,810,833,829,1.02,1.0, December 2015,2015-12-11
Werrington,142,142,142,114,0.8,1.0, December 2015,2015-12-11
Wetherby,396,336,336,275,0.82,0.85, December 2015,2015-12-11
Whatton,775,769,841,837,1.09,0.99, December 2015,2015-12-11
Whitemoor,473,458,458,445,0.97,0.97, December 2015,2015-12-11
Winchester,469,469,690,678,1.45,1.0, December 2015,2015-12-11
Woodhill,660,568,727,693,1.22,0.86, December 2015,2015-12-11
Wormwood Scrubs,1156,1156,1279,1256,1.09,1.0, December 2015,2015-12-11
Wymott,1099,1099,1169,1150,1.05,1.0, December 2015,2015-12-11
Morton Hall (IRC),392,392,392,344,0.88,1.0, December 2015,2015-12-11
Verne (IRC),570,570,580,377,0.66,1.0, December 2015,2015-12-11
Altcourse,794,794,1093,1090,1.37,1.0, June 2015,2015-06-11
Ashfield,408,408,400,391,0.96,1.0, June 2015,2015-06-11
Askham Grange,150,126,128,87,0.69,0.84, June 2015,2015-06-11
Aylesbury,410,410,444,383,0.93,1.0, June 2015,2015-06-11
Bedford,322,322,506,489,1.52,1.0, June 2015,2015-06-11
Belmarsh,781,781,906,867,1.11,1.0, June 2015,2015-06-11
Birmingham,1093,1093,1450,1426,1.3,1.0, June 2015,2015-06-11
Brinsford,545,423,455,386,0.91,0.78, June 2015,2015-06-11
Bristol,425,407,614,594,1.46,0.96, June 2015,2015-06-11
Brixton,530,530,798,795,1.5,1.0, June 2015,2015-06-11
Bronzefield,527,527,527,491,0.93,1.0, June 2015,2015-06-11
Buckley Hall,409,409,445,446,1.09,1.0, June 2015,2015-06-11
Bullingdon,879,879,1114,1079,1.23,1.0, June 2015,2015-06-11
Bure,604,604,624,622,1.03,1.0, June 2015,2015-06-11
Cardiff,539,539,820,815,1.51,1.0, June 2015,2015-06-11
Channings Wood,698,698,731,720,1.03,1.0, June 2015,2015-06-11
Chelmsford,551,551,745,690,1.25,1.0, June 2015,2015-06-11
Coldingley,507,507,519,516,1.02,1.0, June 2015,2015-06-11
Cookham Wood,188,188,188,173,0.92,1.0, June 2015,2015-06-11
Dartmoor,642,639,660,633,0.99,1.0, June 2015,2015-06-11
Deerbolt,513,513,513,360,0.7,1.0, June 2015,2015-06-11
Doncaster,738,738,1145,1107,1.5,1.0, June 2015,2015-06-11
Dovegate,1064,1060,1133,1103,1.04,1.0, June 2015,2015-06-11
Drake Hall,340,340,340,300,0.88,1.0, June 2015,2015-06-11
Durham,591,591,995,948,1.6,1.0, June 2015,2015-06-11
East Sutton Park,100,100,100,94,0.94,1.0, June 2015,2015-06-11
Eastwood Park,410,315,363,330,1.05,0.77, June 2015,2015-06-11
Elmley (Sheppey),943,943,1175,1152,1.22,1.0, June 2015,2015-06-11
Erlestoke,494,494,524,514,1.04,1.0, June 2015,2015-06-11
Exeter,326,318,561,524,1.65,0.98, June 2015,2015-06-11
Featherstone,671,671,687,677,1.01,1.0, June 2015,2015-06-11
Feltham,762,594,594,496,0.84,0.78, June 2015,2015-06-11
Ford,521,521,524,512,0.98,1.0, June 2015,2015-06-11
Forest Bank,1064,1064,1460,1434,1.35,1.0, June 2015,2015-06-11
Foston Hall,303,303,345,290,0.96,1.0, June 2015,2015-06-11
Frankland,859,844,844,834,0.99,0.98, June 2015,2015-06-11
Full Sutton,604,596,616,585,0.98,0.99, June 2015,2015-06-11
Garth,811,738,773,795,1.08,0.91, June 2015,2015-06-11
Gartree,708,708,708,710,1.0,1.0, June 2015,2015-06-11
Glen Parva,637,589,728,554,0.94,0.92, June 2015,2015-06-11
Grendon / Springhill,586,568,568,529,0.93,0.97, June 2015,2015-06-11
Guys Marsh,518,518,579,564,1.09,1.0, June 2015,2015-06-11
Hatfield,266,266,266,263,0.99,1.0, June 2015,2015-06-11
Haverigg,622,622,644,622,1.0,1.0, June 2015,2015-06-11
Hewell,1018,1018,1279,1261,1.24,1.0, June 2015,2015-06-11
High Down,999,999,1163,1147,1.15,1.0, June 2015,2015-06-11
Highpoint (North and South),1299,1274,1300,1298,1.02,0.98, June 2015,2015-06-11
Hindley,534,350,398,436,1.25,0.66, June 2015,2015-06-11
Hollesley Bay,437,424,424,391,0.92,0.97, June 2015,2015-06-11
Holloway,540,533,591,518,0.97,0.99, June 2015,2015-06-11
Holme House,1036,1036,1210,1199,1.16,1.0, June 2015,2015-06-11
Hull,723,723,1044,995,1.38,1.0, June 2015,2015-06-11
Humber,947,947,1026,1008,1.06,1.0, June 2015,2015-06-11
Huntercombe,370,307,430,427,1.39,0.83, June 2015,2015-06-11
Isis,478,478,622,614,1.28,1.0, June 2015,2015-06-11
Isle of Wight,1070,978,1097,1079,1.1,0.91, June 2015,2015-06-11
Kennet,175,175,342,290,1.66,1.0, June 2015,2015-06-11
Kirkham,657,657,657,606,0.92,1.0, June 2015,2015-06-11
Kirklevington Grange,283,283,283,274,0.97,1.0, June 2015,2015-06-11
Lancaster Farms,495,495,549,535,1.08,1.0, June 2015,2015-06-11
Leeds,669,669,1212,1189,1.78,1.0, June 2015,2015-06-11
Leicester,214,214,411,340,1.59,1.0, June 2015,2015-06-11
Lewes,617,617,722,649,1.05,1.0, June 2015,2015-06-11
Leyhill,527,527,527,494,0.94,1.0, June 2015,2015-06-11
Lincoln,408,403,729,643,1.6,0.99, June 2015,2015-06-11
Lindholme,1048,924,1010,990,1.07,0.88, June 2015,2015-06-11
Littlehey,1154,1153,1219,1210,1.05,1.0, June 2015,2015-06-11
Liverpool,1173,1101,1386,1193,1.08,0.94, June 2015,2015-06-11
Long Lartin,625,625,625,616,0.99,1.0, June 2015,2015-06-11
Low Newton,314,306,344,297,0.97,0.97, June 2015,2015-06-11
Lowdham Grange,900,900,920,914,1.02,1.0, June 2015,2015-06-11
Maidstone,565,565,600,599,1.06,1.0, June 2015,2015-06-11
Manchester,965,965,1286,1090,1.13,1.0, June 2015,2015-06-11
Moorland,943,943,1006,970,1.03,1.0, June 2015,2015-06-11
Mount,1000,1000,1020,1020,1.02,1.0, June 2015,2015-06-11
New Hall,392,371,425,386,1.04,0.95, June 2015,2015-06-11
North Sea Camp,420,420,420,307,0.73,1.0, June 2015,2015-06-11
Northumberland,1348,1348,1348,1329,0.99,1.0, June 2015,2015-06-11
Norwich,626,626,769,737,1.18,1.0, June 2015,2015-06-11
Nottingham,723,723,1060,1049,1.45,1.0, June 2015,2015-06-11
Oakwood,1605,1605,1605,1599,1.0,1.0, June 2015,2015-06-11
Onley,742,742,747,720,0.97,1.0, June 2015,2015-06-11
Parc,1419,1419,1723,1687,1.19,1.0, June 2015,2015-06-11
Pentonville,915,915,1316,1297,1.42,1.0, June 2015,2015-06-11
Peterborough (Male & Female),1132,1119,1252,1188,1.06,0.99, June 2015,2015-06-11
Portland,464,464,531,486,1.05,1.0, June 2015,2015-06-11
Preston,456,434,790,707,1.63,0.95, June 2015,2015-06-11
Ranby,893,892,1098,1065,1.19,1.0, June 2015,2015-06-11
Risley,1050,1050,1095,1081,1.03,1.0, June 2015,2015-06-11
Rochester,802,738,738,735,1.0,0.92, June 2015,2015-06-11
Rye Hill,600,600,625,625,1.04,1.0, June 2015,2015-06-11
Send,282,282,282,278,0.99,1.0, June 2015,2015-06-11
Stafford,741,741,741,738,1.0,1.0, June 2015,2015-06-11
Standford Hill (Sheppey),464,464,464,456,0.98,1.0, June 2015,2015-06-11
Stocken,768,648,713,683,1.05,0.84, June 2015,2015-06-11
Stoke Heath,662,662,782,748,1.13,1.0, June 2015,2015-06-11
Styal,479,470,485,471,1.0,0.98, June 2015,2015-06-11
Sudbury,600,600,600,447,0.75,1.0, June 2015,2015-06-11
Swaleside (Sheppey),1112,1112,1112,1108,1.0,1.0, June 2015,2015-06-11
Swansea,250,242,455,429,1.77,0.97, June 2015,2015-06-11
Swinfen Hall,604,544,594,578,1.06,0.9, June 2015,2015-06-11
Thameside,780,780,1080,1009,1.29,1.0, June 2015,2015-06-11
Thorn Cross,381,381,381,339,0.89,1.0, June 2015,2015-06-11
Usk / Prescoed,378,378,503,499,1.32,1.0, June 2015,2015-06-11
Wakefield,750,730,730,722,0.99,0.97, June 2015,2015-06-11
Wandsworth,963,943,1658,1593,1.69,0.98, June 2015,2015-06-11
Warren Hill,257,212,212,157,0.74,0.82, June 2015,2015-06-11
Wayland,958,936,1015,1000,1.07,0.98, June 2015,2015-06-11
Wealstun,810,810,833,807,1.0,1.0, June 2015,2015-06-11
Werrington,160,160,160,114,0.71,1.0, June 2015,2015-06-11
Wetherby,396,336,336,278,0.83,0.85, June 2015,2015-06-11
Whatton,775,769,841,838,1.09,0.99, June 2015,2015-06-11
Whitemoor,473,458,458,447,0.98,0.97, June 2015,2015-06-11
Winchester,469,469,685,681,1.45,1.0, June 2015,2015-06-11
Woodhill,660,568,727,706,1.24,0.86, June 2015,2015-06-11
Wormwood Scrubs,1156,1156,1279,1241,1.07,1.0, June 2015,2015-06-11
Wymott,1102,1102,1143,1130,1.03,1.0, June 2015,2015-06-11
Dover (IRC),401,401,401,387,0.97,1.0, June 2015,2015-06-11
Morton Hall (IRC),392,392,392,373,0.95,1.0, June 2015,2015-06-11
Verne (IRC),570,570,580,491,0.86,1.0, June 2015,2015-06-11
Altcourse,794,794,1033,1031,1.3,1.0, August 2015,2015-08-11
Ashfield,408,408,400,393,0.96,1.0, August 2015,2015-08-11
Askham Grange,150,126,128,87,0.69,0.84, August 2015,2015-08-11
Aylesbury,410,410,444,383,0.93,1.0, August 2015,2015-08-11
Bedford,322,322,506,484,1.5,1.0, August 2015,2015-08-11
Belmarsh,781,781,906,879,1.13,1.0, August 2015,2015-08-11
Birmingham,1093,1093,1450,1443,1.32,1.0, August 2015,2015-08-11
Brinsford,545,423,455,375,0.89,0.78, August 2015,2015-08-11
Bristol,425,407,614,596,1.46,0.96, August 2015,2015-08-11
Brixton,528,528,810,810,1.53,1.0, August 2015,2015-08-11
Bronzefield,527,527,527,513,0.97,1.0, August 2015,2015-08-11
Buckley Hall,409,409,455,452,1.11,1.0, August 2015,2015-08-11
Bullingdon,869,869,1114,1092,1.26,1.0, August 2015,2015-08-11
Bure,604,604,637,626,1.04,1.0, August 2015,2015-08-11
Cardiff,539,539,820,807,1.5,1.0, August 2015,2015-08-11
Channings Wood,698,698,724,713,1.02,1.0, August 2015,2015-08-11
Chelmsford,551,551,745,731,1.33,1.0, August 2015,2015-08-11
Coldingley,493,493,521,517,1.05,1.0, August 2015,2015-08-11
Cookham Wood,188,188,188,169,0.9,1.0, August 2015,2015-08-11
Dartmoor,642,640,640,611,0.95,1.0, August 2015,2015-08-11
Deerbolt,513,513,513,374,0.73,1.0, August 2015,2015-08-11
Doncaster,738,738,1145,1097,1.49,1.0, August 2015,2015-08-11
Dovegate,1064,1060,1133,1098,1.04,1.0, August 2015,2015-08-11
Drake Hall,340,340,340,301,0.89,1.0, August 2015,2015-08-11
Durham,595,595,996,939,1.58,1.0, August 2015,2015-08-11
East Sutton Park,100,100,100,96,0.96,1.0, August 2015,2015-08-11
Eastwood Park,410,315,363,342,1.09,0.77, August 2015,2015-08-11
Elmley (Sheppey),943,943,1175,1160,1.23,1.0, August 2015,2015-08-11
Erlestoke,494,494,524,523,1.06,1.0, August 2015,2015-08-11
Exeter,326,318,561,531,1.67,0.98, August 2015,2015-08-11
Featherstone,671,671,703,700,1.04,1.0, August 2015,2015-08-11
Feltham,762,594,594,498,0.84,0.78, August 2015,2015-08-11
Ford,521,506,524,507,1.0,0.97, August 2015,2015-08-11
Forest Bank,1064,1064,1460,1436,1.35,1.0, August 2015,2015-08-11
Foston Hall,303,303,345,316,1.04,1.0, August 2015,2015-08-11
Frankland,859,844,844,832,0.99,0.98, August 2015,2015-08-11
Full Sutton,604,596,616,579,0.97,0.99, August 2015,2015-08-11
Garth,810,760,821,820,1.08,0.94, August 2015,2015-08-11
Gartree,708,708,708,706,1.0,1.0, August 2015,2015-08-11
Glen Parva,637,589,728,523,0.89,0.92, August 2015,2015-08-11
Grendon / Springhill,586,568,568,531,0.93,0.97, August 2015,2015-08-11
Guys Marsh,518,518,579,561,1.08,1.0, August 2015,2015-08-11
Hatfield,390,310,310,293,0.95,0.79, August 2015,2015-08-11
Haverigg,622,622,654,642,1.03,1.0, August 2015,2015-08-11
Hewell,1018,1018,1279,1271,1.25,1.0, August 2015,2015-08-11
High Down,999,931,1095,1086,1.17,0.93, August 2015,2015-08-11
Highpoint (North and South),1299,1274,1300,1285,1.01,0.98, August 2015,2015-08-11
Hindley,524,426,474,446,1.05,0.81, August 2015,2015-08-11
Hollesley Bay,437,387,387,381,0.98,0.89, August 2015,2015-08-11
Holloway,540,533,591,527,0.99,0.99, August 2015,2015-08-11
Holme House,1036,1036,1230,1182,1.14,1.0, August 2015,2015-08-11
Hull,723,723,1056,1006,1.39,1.0, August 2015,2015-08-11
Humber,947,947,1026,993,1.05,1.0, August 2015,2015-08-11
Huntercombe,370,307,430,423,1.38,0.83, August 2015,2015-08-11
Isis,478,478,628,622,1.3,1.0, August 2015,2015-08-11
Isle of Wight,1070,978,1097,1047,1.07,0.91, August 2015,2015-08-11
Kennet,175,175,342,313,1.79,1.0, August 2015,2015-08-11
Kirkham,657,657,657,605,0.92,1.0, August 2015,2015-08-11
Kirklevington Grange,283,283,283,275,0.97,1.0, August 2015,2015-08-11
Lancaster Farms,495,495,549,541,1.09,1.0, August 2015,2015-08-11
Leeds,669,669,1219,1163,1.74,1.0, August 2015,2015-08-11
Leicester,214,214,411,335,1.57,1.0, August 2015,2015-08-11
Lewes,617,617,722,645,1.05,1.0, August 2015,2015-08-11
Leyhill,515,515,515,479,0.93,1.0, August 2015,2015-08-11
Lincoln,408,403,729,608,1.51,0.99, August 2015,2015-08-11
Lindholme,924,916,1002,989,1.08,0.99, August 2015,2015-08-11
Littlehey,1154,1153,1219,1218,1.06,1.0, August 2015,2015-08-11
Liverpool,1173,1101,1386,1197,1.09,0.94, August 2015,2015-08-11
Long Lartin,625,625,625,613,0.98,1.0, August 2015,2015-08-11
Low Newton,314,306,344,297,0.97,0.97, August 2015,2015-08-11
Lowdham Grange,900,900,920,910,1.01,1.0, August 2015,2015-08-11
Maidstone,565,565,600,595,1.05,1.0, August 2015,2015-08-11
Manchester,965,965,1286,1098,1.14,1.0, August 2015,2015-08-11
Moorland,943,943,1006,976,1.03,1.0, August 2015,2015-08-11
Mount,1008,1008,1028,1026,1.02,1.0, August 2015,2015-08-11
New Hall,392,371,425,380,1.02,0.95, August 2015,2015-08-11
North Sea Camp,420,420,420,320,0.76,1.0, August 2015,2015-08-11
Northumberland,1348,1348,1348,1304,0.97,1.0, August 2015,2015-08-11
Norwich,626,626,775,757,1.21,1.0, August 2015,2015-08-11
Nottingham,723,723,1060,1039,1.44,1.0, August 2015,2015-08-11
Oakwood,1605,1605,1605,1589,0.99,1.0, August 2015,2015-08-11
Onley,742,742,742,743,1.0,1.0, August 2015,2015-08-11
Parc,1557,1557,1723,1695,1.09,1.0, August 2015,2015-08-11
Pentonville,915,915,1310,1314,1.44,1.0, August 2015,2015-08-11
Peterborough (Male & Female),1132,1119,1252,1197,1.07,0.99, August 2015,2015-08-11
Portland,464,464,531,511,1.1,1.0, August 2015,2015-08-11
Preston,456,434,790,696,1.6,0.95, August 2015,2015-08-11
Ranby,893,892,1098,1086,1.22,1.0, August 2015,2015-08-11
Risley,1050,1050,1115,1096,1.04,1.0, August 2015,2015-08-11
Rochester,802,738,743,733,0.99,0.92, August 2015,2015-08-11
Rye Hill,600,600,625,625,1.04,1.0, August 2015,2015-08-11
Send,282,282,282,278,0.99,1.0, August 2015,2015-08-11
Stafford,741,741,751,744,1.0,1.0, August 2015,2015-08-11
Standford Hill (Sheppey),464,464,464,450,0.97,1.0, August 2015,2015-08-11
Stocken,768,648,713,691,1.07,0.84, August 2015,2015-08-11
Stoke Heath,662,662,782,760,1.15,1.0, August 2015,2015-08-11
Styal,479,470,485,474,1.01,0.98, August 2015,2015-08-11
Sudbury,600,600,600,429,0.72,1.0, August 2015,2015-08-11
Swaleside (Sheppey),1112,1112,1112,1114,1.0,1.0, August 2015,2015-08-11
Swansea,250,242,455,413,1.71,0.97, August 2015,2015-08-11
Swinfen Hall,604,604,624,544,0.9,1.0, August 2015,2015-08-11
Thameside,932,932,1232,1156,1.24,1.0, August 2015,2015-08-11
Thorn Cross,381,381,381,373,0.98,1.0, August 2015,2015-08-11
Usk / Prescoed,378,378,536,522,1.38,1.0, August 2015,2015-08-11
Wakefield,750,731,731,732,1.0,0.97, August 2015,2015-08-11
Wandsworth,963,943,1628,1560,1.65,0.98, August 2015,2015-08-11
Warren Hill,257,212,212,172,0.81,0.82, August 2015,2015-08-11
Wayland,958,932,1010,1004,1.08,0.97, August 2015,2015-08-11
Wealstun,810,810,833,816,1.01,1.0, August 2015,2015-08-11
Werrington,142,142,142,116,0.82,1.0, August 2015,2015-08-11
Wetherby,396,336,336,280,0.83,0.85, August 2015,2015-08-11
Whatton,775,769,841,837,1.09,0.99, August 2015,2015-08-11
Whitemoor,473,458,458,447,0.98,0.97, August 2015,2015-08-11
Winchester,469,469,690,675,1.44,1.0, August 2015,2015-08-11
Woodhill,660,568,727,703,1.24,0.86, August 2015,2015-08-11
Wormwood Scrubs,1156,1156,1279,1213,1.05,1.0, August 2015,2015-08-11
Wymott,1102,1102,1171,1162,1.05,1.0, August 2015,2015-08-11
Dover (IRC),401,401,401,316,0.79,1.0, August 2015,2015-08-11
Morton Hall (IRC),392,392,392,343,0.88,1.0, August 2015,2015-08-11
Verne (IRC),570,570,580,341,0.6,1.0, August 2015,2015-08-11
